id,timestamp,headline,source,corridor,risk_score,severity,summary,url
EVT_0329,2026-08-20T08:00:00Z,Opec extends production cuts 9 months shore oil prices,LLaMA Ground Truth / OPEC/Production,Other,5.0,HIGH,OPEC or producer output policy,https://krude.energy/intelligence
EVT_0330,2026-08-20T08:00:00Z,Apc opec considers extending output cuts as oil cartel faces slackening demand,LLaMA Ground Truth / OPEC/Production,Other,5.0,HIGH,OPEC or producer output policy,https://krude.energy/intelligence
EVT_0331,2026-08-20T08:00:00Z,Opec extends oil production cuts to prop up prices,LLaMA Ground Truth / OPEC/Production,Other,5.0,HIGH,OPEC or producer output policy,https://krude.energy/intelligence
EVT_0332,2026-08-20T08:00:00Z,Report trump says iran playing with fire with uranium enrichment,LLaMA Ground Truth / Other,Other,6.0,HIGH,"Iran nuclear file, tied to the sanctions regime",https://krude.energy/intelligence
EVT_0333,2026-08-20T08:00:00Z,Opec russia agree to extend oil output cuts into,LLaMA Ground Truth / OPEC/Production,Other,5.0,HIGH,OPEC or producer output policy,https://krude.energy/intelligence
EVT_0334,2026-08-20T08:00:00Z,Hopeful india will act in its national interest iran on oil imports,LLaMA Ground Truth / Other,Other,3.0,MEDIUM,India crude sourcing or supplier development,https://krude.energy/intelligence
EVT_0335,2026-08-20T08:00:00Z,No exemptions on iranian oil sanctions us,LLaMA Ground Truth / Sanctions Policy,Other,6.0,HIGH,"Sanctions tightened, extended or threatened",https://krude.energy/intelligence
EVT_0336,2026-08-20T08:00:00Z,Tehran fumes as britain seizes iranian oil tanker over syria sanctions,LLaMA Ground Truth / Tanker Incident,Other,8.0,CRITICAL,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0337,2026-08-20T08:00:00Z,Oil prices rise on iran tensions opec output cuts,LLaMA Ground Truth / Other,Other,5.0,HIGH,Oil price move driven by supply risk,https://krude.energy/intelligence
EVT_0338,2026-08-20T08:00:00Z,Iran to lift uranium enrichment to 5 above level in deal official,LLaMA Ground Truth / Other,Other,5.0,HIGH,"Iran nuclear file, tied to the sanctions regime",https://krude.energy/intelligence
EVT_0339,2026-08-20T08:00:00Z,Oil tanker seized off gibraltar not destined for syria says iran,LLaMA Ground Truth / Tanker Incident,Other,7.0,HIGH,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0340,2026-08-20T08:00:00Z,Iran ratchets up tensions with higher enrichment draws warnings,LLaMA Ground Truth / Other,Other,5.0,HIGH,"Iran nuclear file, tied to the sanctions regime",https://krude.energy/intelligence
EVT_0341,2026-08-20T08:00:00Z,Iran accuses us using oil sanctions gain market clout,LLaMA Ground Truth / Sanctions Policy,Other,4.0,MEDIUM,Sanctions policy development affecting oil trade,https://krude.energy/intelligence
EVT_0342,2026-08-20T08:00:00Z,Iran breaches key uranium enrichment limit in nuclear deal united states donald trump,LLaMA Ground Truth / Other,Other,5.0,HIGH,"Iran nuclear file, tied to the sanctions regime",https://krude.energy/intelligence
EVT_0343,2026-08-20T08:00:00Z,Oil insurance rates have soared since tanker attacks near iran,LLaMA Ground Truth / Other Maritime Route,Other,7.0,HIGH,Freight or war-risk insurance cost moving on corridor risk,https://krude.energy/intelligence
EVT_0344,2026-08-20T08:00:00Z,Under threat of u s sanctions india is reevaluating its ties with iran,LLaMA Ground Truth / Sanctions Policy,Other,4.0,MEDIUM,Sanctions policy development affecting oil trade,https://krude.energy/intelligence
EVT_0345,2026-08-20T08:00:00Z,Iranian boats unsuccessfully try to seize british tanker in the gulf u s official,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0346,2026-08-20T08:00:00Z,.iran attempted impede passage british vessel strait hormuz,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0347,2026-08-20T08:00:00Z,Uk says iran tried intercept tanker strait hormuz tehran denies it,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0348,2026-08-20T08:00:00Z,Britain accuses iran of trying to block oil tanker in gulf,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0349,2026-08-20T08:00:00Z,Iran calls on britain to immediately release its seized supertanker irna,LLaMA Ground Truth / Tanker Incident,Other,6.0,HIGH,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0350,2026-08-20T08:00:00Z,Iran demands britain release oil tanker seized off gibraltar,LLaMA Ground Truth / Tanker Incident,Other,6.0,HIGH,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0351,2026-08-20T08:00:00Z,U.s. officials push for sanctions on china over oil purchases from iran,LLaMA Ground Truth / Sanctions Policy,Other,5.0,HIGH,"Sanctions tightened, extended or threatened",https://krude.energy/intelligence
EVT_0352,2026-08-20T08:00:00Z,Royal navy sends second warship to gulf iran britain threat oil tanker seizure,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0353,2026-08-20T08:00:00Z,Donald trump scrapped iran nuclear deal to spite obama new memo leak claims,LLaMA Ground Truth / Other,Other,3.0,MEDIUM,"Iran nuclear file, tied to the sanctions regime",https://krude.energy/intelligence
EVT_0354,2026-08-20T08:00:00Z,Iran threatens to return to pre nuclear deal conditions,LLaMA Ground Truth / Other,Other,5.0,HIGH,"Iran nuclear file, tied to the sanctions regime",https://krude.energy/intelligence
EVT_0355,2026-08-20T08:00:00Z,Khamenei vows iran will respond to uk piracy over tanker seizure,LLaMA Ground Truth / Tanker Incident,Other,7.0,HIGH,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0356,2026-08-20T08:00:00Z,Concern grows over uae based oil tanker in strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0357,2026-08-20T08:00:00Z,Us fears iran seized uae based tanker in strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,8.0,CRITICAL,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0358,2026-08-20T08:00:00Z,Iran says it could close strait of hormuz but doesnt want to,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Threat to close or restrict passage through Hormuz,https://krude.energy/intelligence
EVT_0359,2026-08-20T08:00:00Z,Zarif iran doesn t want to slose strait of hormuz but,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Threat to close or restrict passage through Hormuz,https://krude.energy/intelligence
EVT_0360,2026-08-20T08:00:00Z,Iran oil tanker seized,LLaMA Ground Truth / Tanker Incident,Other,8.0,CRITICAL,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0361,2026-08-20T08:00:00Z,Iran foreign oil tanker seizure strait of hormuz a7e2,LLaMA Ground Truth / Hormuz,Hormuz,8.0,CRITICAL,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0362,2026-08-20T08:00:00Z,07 18 us navy shoots down drone in strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0363,2026-08-20T08:00:00Z,American warship destroys iranian drone in strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0364,2026-08-20T08:00:00Z,Trump says us navy ship destroys iranian drone in strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0365,2026-08-20T08:00:00Z,Us warship shoots down iranian drone in strategic strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0366,2026-08-20T08:00:00Z,Iran denies us downed one of its drones in strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,5.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0367,2026-08-20T08:00:00Z,Iran says it seized british oil tanker in strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,8.0,CRITICAL,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0368,2026-08-20T08:00:00Z,07 19 iranian forces seize british oil tanker in the strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,8.0,CRITICAL,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0369,2026-08-20T08:00:00Z,Gulf crisis tanker retaliation iran hormuz,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0370,2026-08-20T08:00:00Z,Tensions soar over tanker seizures as trump again signals interest in talks with iran,LLaMA Ground Truth / Tanker Incident,Other,6.0,HIGH,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0371,2026-08-20T08:00:00Z,Indians among 23 crew members on british tanker seized by iran,LLaMA Ground Truth / Tanker Incident,Other,7.0,HIGH,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
EVT_0372,2026-08-20T08:00:00Z,Western allies back uk over tanker seizure,LLaMA Ground Truth / Tanker Incident,Other,6.0,HIGH,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0373,2026-08-20T08:00:00Z,Iran claims british tanker seized,LLaMA Ground Truth / Tanker Incident,Other,8.0,CRITICAL,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0374,2026-08-20T08:00:00Z,Filipinos among 23 crew of oil tanker seized by iran,LLaMA Ground Truth / Tanker Incident,Other,6.0,HIGH,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
EVT_0375,2026-08-20T08:00:00Z,Uk rejects iranian position on tanker seizure,LLaMA Ground Truth / Tanker Incident,Other,6.0,HIGH,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0376,2026-08-20T08:00:00Z,.oil tanker seizure raises serious questions shipping security says hunt,LLaMA Ground Truth / Tanker Incident,Other,7.0,HIGH,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0377,2026-08-20T08:00:00Z,Iran tanker seizure linked earlier act by uk,LLaMA Ground Truth / Tanker Incident,Other,6.0,HIGH,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0378,2026-08-20T08:00:00Z,Weekly rundown iran tanker seizure brexit boris johnson japan ukraine election turkey interest rates ramaphosa south africa corruption south china sea,LLaMA Ground Truth / Tanker Incident,Other,5.0,HIGH,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0379,2026-08-20T08:00:00Z,Iran tanker seizure raises serious questions for international shipping hunt,LLaMA Ground Truth / Tanker Incident,Other,7.0,HIGH,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0380,2026-08-20T08:00:00Z,Uk threatens iran with serious consequences after tanker seized by iran,LLaMA Ground Truth / Tanker Incident,Other,7.0,HIGH,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0381,2026-08-20T08:00:00Z,Stena bulk has asked to visit crew of seized tanker,LLaMA Ground Truth / Tanker Incident,Other,5.0,HIGH,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
EVT_0382,2026-08-20T08:00:00Z,World crew of captured british oil tanker safe iranian official,LLaMA Ground Truth / Tanker Incident,Other,5.0,HIGH,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
EVT_0383,2026-08-20T08:00:00Z,Iran eyes toll on all ships passing through strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Threat to close or restrict passage through Hormuz,https://krude.energy/intelligence
EVT_0384,2026-08-20T08:00:00Z,Seizure of british flagged tanker clear violation of international law uk chamber of shipping,LLaMA Ground Truth / Tanker Incident,Other,7.0,HIGH,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0385,2026-08-20T08:00:00Z,.theresa may chair cobra meeting british flagged oil tanker seizure,LLaMA Ground Truth / Tanker Incident,Other,7.0,HIGH,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0386,2026-08-20T08:00:00Z,Stena impero crew seen in first picture from inside uk flagged oil tanker seized by iran,LLaMA Ground Truth / Tanker Incident,Other,6.0,HIGH,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
EVT_0387,2026-08-20T08:00:00Z,All crew including indians on uk flagged tanker in iran safe iranian embassy in india,LLaMA Ground Truth / Tanker Incident,Other,5.0,HIGH,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
EVT_0388,2026-08-20T08:00:00Z,Spain isnt happy iran tanker seizure uk,LLaMA Ground Truth / Tanker Incident,Other,5.0,HIGH,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0389,2026-08-20T08:00:00Z,Strait of hormuz iran tanker,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0390,2026-08-20T08:00:00Z,Indias june crude oil imports,LLaMA Ground Truth / Other,Other,3.0,MEDIUM,"Routine trade, import or production statistic",https://krude.energy/intelligence
EVT_0391,2026-08-20T08:00:00Z,Britain wins early european support for hormuz naval mission,LLaMA Ground Truth / Hormuz,Hormuz,5.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0392,2026-08-20T08:00:00Z,Us says may have downed 2 iran drones last week not,LLaMA Ground Truth / Hormuz,Hormuz,6.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0393,2026-08-20T08:00:00Z,Iran persian gulf strait of hormuz security rouhani,LLaMA Ground Truth / Hormuz,Hormuz,5.0,HIGH,"Tension or rhetoric around Hormuz, no incident",https://krude.energy/intelligence
EVT_0394,2026-08-20T08:00:00Z,Jazeera cites iran official warning of confrontation if hormuz status changed,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Threat to close or restrict passage through Hormuz,https://krude.energy/intelligence
EVT_0395,2026-08-20T08:00:00Z,Iran vows to secure strait of hormuz urges diplomacy,LLaMA Ground Truth / Hormuz,Hormuz,4.0,MEDIUM,"Tension or rhetoric around Hormuz, no incident",https://krude.energy/intelligence
EVT_0396,2026-08-20T08:00:00Z,Swedish owner tanker seized iran says crew safe,LLaMA Ground Truth / Tanker Incident,Other,5.0,HIGH,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
EVT_0397,2026-08-20T08:00:00Z,British navy accompany british vessels strait hormuz,LLaMA Ground Truth / Hormuz,Hormuz,6.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0398,2026-08-20T08:00:00Z,Navy to guard uk ships in strait of hormuz mod iran,LLaMA Ground Truth / Hormuz,Hormuz,6.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0399,2026-08-20T08:00:00Z,Royal navy will protect uk flagged vessels through the strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,6.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0400,2026-08-20T08:00:00Z,Britain begins escorting all uk vessels through hormuz strait,LLaMA Ground Truth / Hormuz,Hormuz,6.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0401,2026-08-20T08:00:00Z,British navy warships to escort all uk vessels through hormuz strait news international,LLaMA Ground Truth / Hormuz,Hormuz,6.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0402,2026-08-20T08:00:00Z,Denmark backs britains proposed hormuz naval mission,LLaMA Ground Truth / Hormuz,Hormuz,5.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0403,2026-08-20T08:00:00Z,Report iran releases 9 of 12 detained indian sailors mea,LLaMA Ground Truth / Tanker Incident,Other,3.0,MEDIUM,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
EVT_0404,2026-08-20T08:00:00Z,Oil up on u s economic data strait of hormuz tanker dispute,LLaMA Ground Truth / Other,Other,5.0,HIGH,Oil price move driven by supply risk,https://krude.energy/intelligence
EVT_0405,2026-08-20T08:00:00Z,Oil tanker seized uk released,LLaMA Ground Truth / Tanker Incident,Other,2.0,LOW,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
EVT_0406,2026-08-20T08:00:00Z,Lawmakers moscow slam ukraines new president after russian tanker seized,LLaMA Ground Truth / Tanker Incident,Other,4.0,MEDIUM,Confirmed vessel seizure or detention,https://krude.energy/intelligence
EVT_0407,2026-08-20T08:00:00Z,Crew of oil tanker seized by iran in good health owners,LLaMA Ground Truth / Tanker Incident,Other,5.0,HIGH,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
EVT_0408,2026-08-20T08:00:00Z,Omani minister in iran amid strait of hormuz tanker crisis,LLaMA Ground Truth / Other,Other,5.0,HIGH,De-escalatory diplomacy on oil-related tension,https://krude.energy/intelligence
EVT_0409,2026-08-20T08:00:00Z,Chinas iran oil imports plunge as us sanctions bite,LLaMA Ground Truth / Sanctions Policy,Other,4.0,MEDIUM,Sanctions policy development affecting oil trade,https://krude.energy/intelligence
EVT_0410,2026-08-20T08:00:00Z,.hms duncan arrives gulf suppor british ships strait hormuz,LLaMA Ground Truth / Hormuz,Hormuz,6.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0411,2026-08-20T08:00:00Z,India says iran frees 9 crew from seized panama flagged tanker,LLaMA Ground Truth / Tanker Incident,Other,3.0,MEDIUM,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
EVT_0412,2026-08-20T08:00:00Z,South korea to deploy navy to strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,5.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0413,2026-08-20T08:00:00Z,Niger delta militants bomb pipeline in sophisticated under water attack,LLaMA Ground Truth / Infrastructure,Cape of Good Hope,7.0,HIGH,"Energy infrastructure incident, outage or attack",https://krude.energy/intelligence
EVT_0414,2026-08-20T08:00:00Z,Iran warns europe of further drop of nuclear commitments,LLaMA Ground Truth / Other,Other,5.0,HIGH,"Iran nuclear file, tied to the sanctions regime",https://krude.energy/intelligence
EVT_0415,2026-08-20T08:00:00Z,South korea to send naval unit to strait of hormuz newspaper,LLaMA Ground Truth / Hormuz,Hormuz,5.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0416,2026-08-20T08:00:00Z,Iran news us eu germany france uk strait of hormuz latest,LLaMA Ground Truth / Hormuz,Hormuz,5.0,HIGH,"Tension or rhetoric around Hormuz, no incident",https://krude.energy/intelligence
EVT_0417,2026-08-20T08:00:00Z,Indias venezuelan june oil imports highest in 7 quarters trade,LLaMA Ground Truth / Other,Other,3.0,MEDIUM,"Routine trade, import or production statistic",https://krude.energy/intelligence
EVT_0418,2026-08-20T08:00:00Z,Article bp has no plans to move oil tankers through strait of hormuz amid iran,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,"Tension or rhetoric around Hormuz, no incident",https://krude.energy/intelligence
EVT_0419,2026-08-20T08:00:00Z,U k warship arrives to protect hormuz as seoul mulls deployment,LLaMA Ground Truth / Hormuz,Hormuz,6.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0420,2026-08-20T08:00:00Z,Germany european naval mission in strait of hormuz worth considering,LLaMA Ground Truth / Hormuz,Hormuz,5.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0421,2026-08-20T08:00:00Z,Uk not responsible for indian sailors from seized iranian vessel says diplomat,LLaMA Ground Truth / Tanker Incident,Other,4.0,MEDIUM,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
EVT_0422,2026-08-20T08:00:00Z,Germany not to join us led mission for strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,4.0,MEDIUM,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0423,2026-08-20T08:00:00Z,U s envoy slams germany after reluctance on hormuz mission,LLaMA Ground Truth / Hormuz,Hormuz,4.0,MEDIUM,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0424,2026-08-20T08:00:00Z,Shell not taking british flagged tankers through hormuz,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,"Tension or rhetoric around Hormuz, no incident",https://krude.energy/intelligence
EVT_0425,2026-08-20T08:00:00Z,World iran president us sanctions on foreign minister childish,LLaMA Ground Truth / Sanctions Policy,Other,4.0,MEDIUM,Sanctions policy development affecting oil trade,https://krude.energy/intelligence
EVT_0426,2026-08-20T08:00:00Z,Ongc partners likely exit oil blocks sudan,LLaMA Ground Truth / Other,Other,3.0,MEDIUM,India crude sourcing or supplier development,https://krude.energy/intelligence
EVT_0427,2026-08-20T08:00:00Z,China among countries still buying iranian oil despite us sanctions report,LLaMA Ground Truth / Sanctions Policy,Other,4.0,MEDIUM,Sanctions policy development affecting oil trade,https://krude.energy/intelligence
EVT_0428,2026-08-20T08:00:00Z,Britain u s to protect shipping through strait of hormuz from iranian threats,LLaMA Ground Truth / Hormuz,Hormuz,6.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0429,2026-08-20T08:00:00Z,Uk joins us strait hormuz naval security mission,LLaMA Ground Truth / Hormuz,Hormuz,6.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0430,2026-08-20T08:00:00Z,Uk joins us strait of hormuz mission iran slams sanctions,LLaMA Ground Truth / Hormuz,Hormuz,6.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0431,2026-08-20T08:00:00Z,Iran and russia getting ready hold joint naval drills strait hormuz,LLaMA Ground Truth / Hormuz,Hormuz,6.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0432,2026-08-20T08:00:00Z,Iran calls for freedom of navigation in strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,3.0,MEDIUM,"Tension or rhetoric around Hormuz, no incident",https://krude.energy/intelligence
EVT_0433,2026-08-20T08:00:00Z,Iran warns israel against aiding us mission in strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,6.0,HIGH,"Tension or rhetoric around Hormuz, no incident",https://krude.energy/intelligence
EVT_0434,2026-08-20T08:00:00Z,Owner of ship seized by iran writes to pm modi to intervene save crew,LLaMA Ground Truth / Tanker Incident,Other,5.0,HIGH,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
EVT_0435,2026-08-20T08:00:00Z,New batch of s korean troops to deploy to somali waters amid speculation over hormuz strait mission,LLaMA Ground Truth / Hormuz,Hormuz,5.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0436,2026-08-20T08:00:00Z,Iranian reports claim tanker seized british marines released today,LLaMA Ground Truth / Tanker Incident,Other,2.0,LOW,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
EVT_0437,2026-08-20T08:00:00Z,Iran says tanker seized in gibraltar may be released soon,LLaMA Ground Truth / Tanker Incident,Other,2.0,LOW,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
EVT_0438,2026-08-20T08:00:00Z,Reuters america update 2 continental resources ceo urges opec shale oil output cuts,LLaMA Ground Truth / OPEC/Production,Other,3.0,MEDIUM,OPEC or producer output policy,https://krude.energy/intelligence
EVT_0439,2026-08-20T08:00:00Z,Indian oil corp seeking lng cargo,LLaMA Ground Truth / Other,Other,3.0,MEDIUM,India crude sourcing or supplier development,https://krude.energy/intelligence
EVT_0440,2026-08-20T08:00:00Z,Israel us coalition persian gulf hormuz strait iran,LLaMA Ground Truth / Hormuz,Hormuz,6.0,HIGH,Naval deployment or escort operation at Hormuz,https://krude.energy/intelligence
EVT_0441,2026-08-20T08:00:00Z,Suez canal remains blocked stiff freight rate hikes expected,LLaMA Ground Truth / Suez,Suez,9.0,CRITICAL,Suez Canal blocked or navigation suspended,https://krude.energy/intelligence
EVT_0442,2026-08-20T08:00:00Z,Nigeria may benefit as india plans to buy more crude oil from africa,LLaMA Ground Truth / Other,Cape of Good Hope,2.0,LOW,India crude sourcing or supplier development,https://krude.energy/intelligence
EVT_0443,2026-08-20T08:00:00Z,Article oil prices fall as demand concerns trump suez canal disruptions,LLaMA Ground Truth / Other,Other,4.0,MEDIUM,Oil price move driven by supply risk,https://krude.energy/intelligence
EVT_0444,2026-08-20T08:00:00Z,Egypt temporarily suspends navigation through suez canal blocked by cargo ship,LLaMA Ground Truth / Suez,Suez,9.0,CRITICAL,Suez Canal blocked or navigation suspended,https://krude.energy/intelligence
EVT_0445,2026-08-20T08:00:00Z,Rising oil and food prices could delay indias economic recovery,LLaMA Ground Truth / Other,Other,4.0,MEDIUM,Oil price move driven by supply risk,https://krude.energy/intelligence
EVT_0446,2026-08-20T08:00:00Z,Pollak suez blockage confirms importance of u s energy independence,LLaMA Ground Truth / Suez,Suez,5.0,HIGH,Suez Canal blocked or navigation suspended,https://krude.energy/intelligence
EVT_0447,2026-08-20T08:00:00Z,Explainer suez canal block could hit product supply chains,LLaMA Ground Truth / Suez,Suez,7.0,HIGH,Suez Canal blocked or navigation suspended,https://krude.energy/intelligence
EVT_0448,2026-08-20T08:00:00Z,Dark clouds of a consumer apocalypse gather over the suez canal blockage,LLaMA Ground Truth / Suez,Suez,7.0,HIGH,Suez Canal blocked or navigation suspended,https://krude.energy/intelligence
EVT_0449,2026-08-20T08:00:00Z,Oil drops in volatile week amid suez canal blockage,LLaMA Ground Truth / Other,Other,5.0,HIGH,Oil price move driven by supply risk,https://krude.energy/intelligence
EVT_0450,2026-08-20T08:00:00Z,Suez blockage sets shipping rates racing oil and gas tankers diverted away,LLaMA Ground Truth / Suez,Suez,8.0,CRITICAL,Suez Canal blocked or navigation suspended,https://krude.energy/intelligence
EVT_0451,2026-08-20T08:00:00Z,Oil prices rebound on fears suez canal blockage may last weeks,LLaMA Ground Truth / Suez,Suez,8.0,CRITICAL,Suez Canal blocked or navigation suspended,https://krude.energy/intelligence
EVT_0452,2026-08-20T08:00:00Z,Suez canal shipping rates surge with blockage likely to remain for weeks,LLaMA Ground Truth / Suez,Suez,8.0,CRITICAL,Suez Canal blocked or navigation suspended,https://krude.energy/intelligence
EVT_0453,2026-08-20T08:00:00Z,Suez canal blockage delaying estimated 400 million hour goods n,LLaMA Ground Truth / Suez,Suez,8.0,CRITICAL,Suez Canal blocked or navigation suspended,https://krude.energy/intelligence
EVT_0454,2026-08-20T08:00:00Z,Suez canal blockage mean period,LLaMA Ground Truth / Suez,Suez,7.0,HIGH,Suez Canal blocked or navigation suspended,https://krude.energy/intelligence
EVT_0455,2026-08-20T08:00:00Z,Why the suez canal is so important and why its blockage could be so damaging,LLaMA Ground Truth / Suez,Suez,7.0,HIGH,Suez Canal blocked or navigation suspended,https://krude.energy/intelligence
EVT_0456,2026-08-20T08:00:00Z,Global freight chaos as suez canal remains blocked by giant tanker,LLaMA Ground Truth / Suez,Suez,9.0,CRITICAL,Suez Canal blocked or navigation suspended,https://krude.energy/intelligence
EVT_0457,2026-08-20T08:00:00Z,Suez canal blockage is wake up call,LLaMA Ground Truth / Suez,Suez,6.0,HIGH,Suez Canal blocked or navigation suspended,https://krude.energy/intelligence
EVT_0458,2026-08-20T08:00:00Z,Suez canal ship stuck block evergreen,LLaMA Ground Truth / Suez,Suez,9.0,CRITICAL,Suez Canal blocked or navigation suspended,https://krude.energy/intelligence
